Modelo,Clase,FPR,TPR,Threshold,AUC
SVM,Anxiety_Stress,0.07672301690507152,0.7343623070674249,0.9418450426733769,0.9445828874576263
SVM,Anxiety_Stress,0.07802340702210664,0.7343623070674249,0.9413675145718101,0.9445828874576263
SVM,Anxiety_Stress,0.07802340702210664,0.7400487408610885,0.9393630727091761,0.9445828874576263
SVM,Anxiety_Stress,0.07932379713914174,0.7400487408610885,0.9392934181854363,0.9445828874576263
SVM,Anxiety_Stress,0.07932379713914174,0.7408610885458976,0.9390072887820524,0.9445828874576263
SVM,Anxiety_Stress,0.08062418725617686,0.7408610885458976,0.9389330657119919,0.9445828874576263
SVM,Anxiety_Stress,0.08062418725617686,0.752233956133225,0.9364522989067496,0.9445828874576263
SVM,Anxiety_Stress,0.08192457737321196,0.752233956133225,0.9363148643283676,0.9445828874576263
SVM,Anxiety_Stress,0.08192457737321196,0.7530463038180342,0.9360016813498269,0.9445828874576263
SVM,Anxiety_Stress,0.08322496749024708,0.7530463038180342,0.9357331101358628,0.9445828874576263
SVM,Anxiety_Stress,0.08322496749024708,0.7538586515028433,0.9349312197711188,0.9445828874576263
SVM,Anxiety_Stress,0.08452535760728218,0.7538586515028433,0.9343542502829475,0.9445828874576263
SVM,Anxiety_Stress,0.08452535760728218,0.7611697806661251,0.9305433442890882,0.9445828874576263
SVM,Anxiety_Stress,0.0858257477243173,0.7611697806661251,0.9304726258916521,0.9445828874576263
SVM,Anxiety_Stress,0.0858257477243173,0.7660438667749797,0.9274112296819383,0.9445828874576263
SVM,Anxiety_Stress,0.08712613784135241,0.7660438667749797,0.9268505574653422,0.9445828874576263
SVM,Anxiety_Stress,0.08712613784135241,0.7709179528838342,0.9223297919667577,0.9445828874576263
SVM,Anxiety_Stress,0.08842652795838751,0.7709179528838342,0.9210468213811974,0.9445828874576263
SVM,Anxiety_Stress,0.08842652795838751,0.7717303005686433,0.9205620990900415,0.9445828874576263
SVM,Anxiety_Stress,0.08972691807542263,0.7717303005686433,0.9205486265216708,0.9445828874576263
SVM,Anxiety_Stress,0.08972691807542263,0.7774167343623071,0.9168814170644476,0.9445828874576263
SVM,Anxiety_Stress,0.09102730819245773,0.7774167343623071,0.9158203766227971,0.9445828874576263
SVM,Anxiety_Stress,0.09102730819245773,0.7798537774167343,0.9145642198166427,0.9445828874576263
SVM,Anxiety_Stress,0.09362808842652796,0.7798537774167343,0.9123615306417427,0.9445828874576263
SVM,Anxiety_Stress,0.09362808842652796,0.7831031681559708,0.910650854312037,0.9445828874576263
SVM,Anxiety_Stress,0.09492847854356307,0.7831031681559708,0.9105545813258844,0.9445828874576263
SVM,Anxiety_Stress,0.09492847854356307,0.784727863525589,0.9103182338567473,0.9445828874576263
SVM,Anxiety_Stress,0.09752925877763328,0.784727863525589,0.9097661449034853,0.9445828874576263
SVM,Anxiety_Stress,0.09752925877763328,0.7855402112103981,0.9096336304571776,0.9445828874576263
SVM,Anxiety_Stress,0.10013003901170352,0.7855402112103981,0.9087842740628496,0.9445828874576263
SVM,Anxiety_Stress,0.10013003901170352,0.7871649065800163,0.9077849386311382,0.9445828874576263
SVM,Anxiety_Stress,0.10273081924577374,0.7871649065800163,0.906869640604315,0.9445828874576263
SVM,Anxiety_Stress,0.10273081924577374,0.7887896019496344,0.9065589134807854,0.9445828874576263
SVM,Anxiety_Stress,0.10403120936280884,0.7887896019496344,0.9061180690207092,0.9445828874576263
SVM,Anxiety_Stress,0.10403120936280884,0.8009748172217709,0.8996908370215859,0.9445828874576263
